NAME = file180,
SIZE = 180,
20,10000,10000,10000,10000,10000,10000,10000,10000,10000,
0,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,0,
10000,10000,10000,10000,10000,10000,10000,10000,10000,9000,
9000,3500,3500,3500,3500,3500,3500,3500,3500,9000,
9000,9000,9000,3500,3500,3500,3500,3500,3500,3500,
3500,9000,9000,3500,3500,3500,3500,9000,9000,9000,
9000,3500,3500,3500,3500,3500,3500,3500,3500,9000,
9000,9000,9000,3500,3500,3500,3500,9000,9000,3500,
3500,3500,3500,3500,3500,3500,3500,9000,9000,9000,
9000,3500,3500,3500,3500,3500,3500,3500,3500,9000,
9000,3500,3500,3500,3500,9000,9000,9000,9000,3500,
3500,3500,3500,3500,3500,3500,3500,9000,9000,9000,
9000,3500,3500,3500,3500,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,30,
30,30,30,30,30,30,30,9000,9000,9000,
9000,30,30,30,30,30,30,30,30,9000,
9000,9000,9000,30,30,30,30,30,30,30,
30,9000,9000,9000,9000,30,30,30,30,30,
30,30,30,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,20,10000,10000,
10000,10000,10000,10000,10000,10000,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,0,10000,10000,10000,10000,10000,
10000,10000,3500,3500,9000,9000,3500,3500,3500,3500,
9000,9000,3500,3500,3500,3500,3500,3500,9000,9000,
9000,9000,3500,3500,3500,3500,9000,9000,3500,3500,
3500,3500,3500,3500,3500,3500,9000,9000,3500,3500,
9000,9000,3500,3500,3500,3500,9000,9000,3500,3500,
3500,3500,9000,9000,3500,3500,3500,3500,9000,9000,
3500,3500,3500,3500,3500,3500,9000,9000,9000,9000,
3500,3500,3500,3500,9000,9000,3500,3500,3500,3500,
3500,3500,3500,3500,9000,9000,3500,3500,9000,9000,
3500,3500,3500,3500,9000,9000,3500,3500,9000,9000,
30,30,30,30,30,30,30,30,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,30,30,30,30,30,30,
30,30,9000,9000,9000,9000,30,30,30,30,
30,30,30,30,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
30,30,30,30,30,30,30,30,9000,9000,
20,10000,10000,10000,10000,10000,10000,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,0,10000,10000,10000,10000,
10000,3500,3500,3500,3500,9000,9000,9000,9000,3500,
3500,3500,3500,3500,3500,9000,9000,3500,3500,3500,
3500,9000,9000,3500,3500,3500,3500,9000,9000,3500,
3500,3500,3500,9000,9000,3500,3500,9000,9000,3500,
3500,3500,3500,3500,3500,3500,3500,9000,9000,3500,
3500,3500,3500,9000,9000,9000,9000,3500,3500,3500,
3500,3500,3500,9000,9000,3500,3500,3500,3500,9000,
9000,3500,3500,3500,3500,9000,9000,3500,3500,3500,
3500,9000,9000,3500,3500,9000,9000,3500,3500,3500,
3500,3500,3500,3500,3500,9000,9000,9000,9000,30,
30,30,30,30,30,30,30,9000,9000,9000,
9000,30,30,30,30,30,30,30,30,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,30,30,30,
30,30,30,30,30,9000,9000,9000,9000,30,
30,30,30,30,30,30,30,9000,9000,20,
10000,10000,10000,10000,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,0,10000,10000,10000,3500,3500,3500,3500,
9000,9000,9000,9000,3500,3500,3500,3500,3500,3500,
9000,9000,3500,3500,3500,3500,9000,9000,3500,3500,
3500,3500,9000,9000,3500,3500,3500,3500,9000,9000,
3500,3500,9000,9000,3500,3500,3500,3500,3500,3500,
3500,3500,9000,9000,3500,3500,3500,3500,9000,9000,
9000,9000,3500,3500,3500,3500,3500,3500,9000,9000,
3500,3500,3500,3500,9000,9000,3500,3500,3500,3500,
9000,9000,3500,3500,3500,3500,9000,9000,3500,3500,
9000,9000,3500,3500,3500,3500,3500,3500,3500,3500,
9000,9000,9000,9000,30,30,30,30,30,30,
30,30,9000,9000,9000,9000,30,30,30,30,
30,30,30,30,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,30,30,30,30,30,30,30,30,
9000,9000,9000,9000,30,30,30,30,30,30,
30,30,9000,9000,20,10000,10000,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,0,10000,3500,3500,9000,
9000,3500,3500,3500,3500,9000,9000,3500,3500,3500,
3500,3500,3500,9000,9000,9000,9000,3500,3500,3500,
3500,9000,9000,3500,3500,3500,3500,3500,3500,3500,
3500,9000,9000,3500,3500,9000,9000,3500,3500,3500,
3500,9000,9000,3500,3500,3500,3500,9000,9000,3500,
3500,3500,3500,9000,9000,3500,3500,3500,3500,3500,
3500,9000,9000,9000,9000,3500,3500,3500,3500,9000,
9000,3500,3500,3500,3500,3500,3500,3500,3500,9000,
9000,3500,3500,9000,9000,3500,3500,3500,3500,9000,
9000,3500,3500,9000,9000,30,30,30,30,30,
30,30,30,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,30,
30,30,30,30,30,30,30,9000,9000,9000,
9000,30,30,30,30,30,30,30,30,9000,
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,
9000,9000,9000,9000,9000,30,30,30,30,30,
30,30,30,9000,9000,20,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,
30,30,30,30,9000,9000,3500,3500,3500,3500,
3500,3500,3500,3500,9000,9000,9000,9000,3500,3500,
3500,3500,3500,3500,3500,3500,9000,9000,3500,3500,
